sample	acc	study	study_title	contact_name	contact_email	country	site	collection_date	sample_prep	bases	bases_mapped	bases_duplicated	avg_read_length	mean_base_quality	bases_of_1X_coverage	bases_of_5X_coverage	bases_of_10X_coverage	bases_of_50X_coverage	mean_coverage	mean_fragment_size	sd_fragment_size	%callable
PH0765-C	ERS141489	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			357819138	263657338	14473711	99	24.6	22808283	19201702	12829230	118166	11.52	259.5	82.7	73.57
PH0766-Cx	ERS336349	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			6388575852	6249212452	376267285	99	26.3	23274006	23184901	23072944	21287470	248.81	248.1	194.6	90.57
PH0767-C	ERS141441	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			266487243	228846643	12376404	99	24.3	22815009	18148230	10611683	90900	10.02	271.4	92.2	68.64
PH0768-C	ERS141442	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			378960862	341842462	16508565	99	24.8	23039542	20464172	15673059	196948	14.82	265.6	84.6	78.53
PH0769-C	ERS141490	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			552758802	510743302	22734852	99	25.4	23113767	21559303	18515193	372986	22.08	278.7	91	83.55
PH0770-C	ERS141444	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			349637988	301599288	13958857	99	25.7	22771021	19529778	14438697	98725	13.22	258.4	82	75.73
PH0772-C	ERS141445	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			754890075	702829275	32568213	99	25.6	23094653	22405448	20716748	1953462	30.38	274.5	91.6	87.51
PH0773-Cx	ERS336399	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			1593844754	1532214154	80122854	98	24.4	23093397	22297056	20895736	11612288	63.99	271.5	261.5	86.8
PH0774-C	ERS141513	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			475840449	431716749	19647939	99	25.4	23046962	21170423	17498499	262750	18.71	265.9	84.9	81.88
PH0775-Cx	ERS336390	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			3946668017	3852975717	180278453	99	26.6	23186952	22980053	22677978	18613137	162.98	249.2	153.6	89.89
PH0776-C	ERS141447	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			412843094	356430594	15973032	99	25.9	22889246	20470326	16211309	117133	15.54	257.7	80.6	79.45
PH0777-C	ERS141448	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			333386601	282895601	13455851	99	25.3	22849755	19006873	13612924	97734	12.36	261.6	82.5	72.78
PH0778-C	ERS141492	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			1405645605	1373348305	58688463	99	26	23167509	22880357	22312147	13631885	58.66	264.2	80.6	89.65
PH0779-Cx	ERS336333	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			2251916604	2184632704	94263407	98	25.6	23171945	22713825	21855717	14664484	92.08	265	217.7	88.72
PH0780-C	ERS141450	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			529981951	493003151	22518251	99	25.7	23077570	21886871	19114251	284814	21.33	258.3	83.9	85.71
PH0782-C	ERS141475	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			493578611	385873311	24014120	99	25.2	23076272	21001009	16848014	164769	16.69	236.7	74.2	80.93
PH0783-C	ERS141451	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			380860969	337040569	16054664	99	25.2	22835685	19900005	15072573	161050	14.74	274.1	90.6	77.01
PH0784-C	ERS164610	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			1448405974	874757574	166536176	98	22.9	23154704	22406164	20502813	4006657	35.88	226.8	120.3	83.91
PH0785-Cx	ERS336361	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			1511447378	1473545578	75880596	99	26.4	23144652	22584403	21597571	11756623	63.33	252.1	215.3	88.56
PH0786-Cx	ERS336384	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			1170587396	1117065196	55806219	99	25.5	23024813	21615710	19461758	7924864	48.4	254.1	275.5	84.32
PH0788-C	ERS141472	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			639378755	589944655	27849145	99	25	23076941	22297641	20361000	685077	25.2	261.4	86	87.04
PH0789-C	ERS141493	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			545062599	475111099	22231842	99	25.4	23070771	21695815	18697807	323761	20.57	265.6	84.4	84.35
PH0790-C	ERS141453	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			431932851	387216951	19041703	99	25.3	23001731	21214030	17333961	217552	16.81	264.6	86.5	82.28
PH0793-C	ERS141507	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			251666332	214665632	9982096	99	25.3	22526432	17496633	10288002	53619	9.52	267.6	85.6	67.32
PH0794-C	ERS224879	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			2235336403	2076800603	109916410	99	25.2	23217571	23099909	22986578	20850565	88.57	221.9	78.2	90.48
PH0795-C	ERS141456	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			632192542	605256642	26521772	99	25.9	23095068	22380143	20520409	603125	25.9	264.8	82	87.73
PH0797-C	ERS141457	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			1250687346	1233321946	52786900	99	26.1	23171414	22929684	22471288	12779043	53.11	263.5	79.4	90
PH0800-C	ERS141468	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			668658874	617653074	27178125	99	25.8	23190386	22518535	20642315	624077	26.49	265.1	81.8	88.16
PH0801-C	ERS141495	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			411124247	375202847	17376052	99	25.4	22975069	20882404	16762968	159690	16.32	268.1	86.1	81.05
PH0802-C	ERS141459	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			1178186749	1146681449	56708367	98	24.5	23234143	23003260	22381563	10809122	48.78	265.1	83.6	89.88
PH0805-C	ERS141460	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			271392071	231733571	10848845	99	25.4	22784786	18715514	11428569	58209	10.15	264.1	82.3	72.11
PH0807-C	ERS141496	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			299139276	250068676	12063448	99	25.4	22780424	19114229	12570264	56297	10.96	259	80.4	74.01
PH0810-C	ERS141462	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			419948485	362291085	17464688	99	25.2	22966230	20762197	16415215	207320	15.75	262.3	82.2	80.28
PH0811-C	ERS141463	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			407296623	354303023	16322374	99	25.3	23052295	21026742	16597543	127540	15.34	264.9	82.5	81.59
PH0813-C	ERS141508	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			407921299	353703999	17009248	99	25.6	22918654	20997608	16724575	181312	15.41	251.1	73.3	81.69
PH0814-Cx	ERS336360	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			270960012	244705012	10680207	99	26.2	21388504	14608435	8956554	316474	11.41	243.8	124.4	56.68
PH0815-C	ERS141465	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			1248796518	1227316918	51575247	99	26.1	23230331	23001098	22486258	12731482	52.44	261.4	78.8	90.2
PH0816-Cx	ERS336336	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			235892835	206499835	11972452	99	25	21192985	12898124	6524097	135059	8.47	263.7	297.7	48.72
PH0817-C	ERS143416	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1719289977	1695036077	72527688	99	25.3	23220172	23019241	22743733	16526585	72.44	257.3	71.3	90.14
PH0818-C	ERS143425	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1209709460	1178135060	55446158	99	25.1	23144168	22829713	22140404	11869447	50.5	273.9	82.1	89.47
PH0819-C	ERS143432	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1478920789	1453884289	65261414	98	25.6	23159024	22942335	22551221	14606048	62.34	265.5	80.4	89.78
PH0820-C	ERS143423	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			2558956600	2515521400	117996490	99	25.6	23175681	23058595	22924296	19549349	107.12	264.1	76.7	90.17
PH0821-C	ERS143417	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1074986272	1057276472	45214243	99	25.5	23219465	22914307	22206317	10424629	45.35	263.9	76.9	89.68
PH0822-C	ERS143426	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			969587052	953322752	40766706	99	25.7	23154031	22645027	21438253	8612841	41.12	277.1	91.1	88.62
PH0823-C	ERS143418	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1755190811	1729897711	75610958	99	25.4	23157457	22981824	22718632	16705588	74.02	259.9	73.4	90.03
PH0824-C	ERS143443	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			2252188746	2214632746	102279483	99	25.5	23265077	23181122	23021544	18349974	94.38	264.6	79.3	90.56
PH0825-C	ERS142851	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			700028670	628327070	26032483	99	25.6	23103109	22436237	20750259	786388	27.17	284	72.1	87.87
PH0826-C	ERS143434	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1206445164	1175271064	50303780	99	25.6	23130769	22819641	22154343	12112780	50.73	265.8	80.7	89.56
PH0828-C	ERS143420	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1341513815	1310374615	59660448	99	25.3	23148149	22865422	22304204	13191675	56.3	267.2	81.1	89.48
PH0829-C	ERS143448	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1684288919	1650545419	73253705	99	25.5	23240903	23041795	22694646	15444852	70.53	259.7	75.5	90.09
PH0830-C	ERS143486	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			658104659	620344259	33188216	98	24.6	23140985	22488773	20890556	717040	26.77	271.6	87.4	87.88
PH0831-C	ERS143430	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1518799423	1485682023	70001057	99	24.5	23166948	22963432	22560249	14513253	63.52	267.9	86	89.84
PH0832-C	ERS143444	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1060127829	1015653629	46903645	98	24.9	23164696	22694576	21641872	9618505	43.77	277.3	82.6	88.65
PH0833-C	ERS143483	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1721852773	1640721473	78692522	99	25.1	23170117	22967966	22606569	15388531	70.05	259.4	79.2	90.01
PH0834-C	ERS143436	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			862334343	839564643	39489322	98	24.5	23137231	22609091	21189339	5093216	36.24	265.7	82	88.08
PH0835-C	ERS143468	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			2361524553	2283284553	112364481	98	24.6	23215877	23066133	22773393	17302407	96.68	277.7	85.4	90.11
PH0836-C	ERS143512	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			650284522	600584722	30845466	98	24.2	23125461	22395257	20421953	910007	25.78	259.2	81.1	87.38
PH0837-C	ERS143447	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			894663476	857072176	39930887	99	25.1	23123051	22672075	21556098	5625208	37.03	269.4	78.9	88.78
PH0838-C	ERS143491	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			979191061	937214961	45391326	99	25.1	23161737	22702334	21717339	7647543	39.95	280.9	91.6	88.91
PH0839-C	ERS143479	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			815604220	789700320	34509029	99	25.3	23098896	22401067	20781124	4161349	33.86	277.9	87.7	87.47
PH0840-C	ERS143492	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1082899320	1039115720	50680141	98	25	23133079	22757283	21978205	9608802	44.35	257.8	82.4	89.11
PH0841-C	ERS143470	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1366253574	1335272974	56889316	99	25.2	23205199	22855710	22105804	12925950	56.78	272.6	86.7	89.35
PH0842-C	ERS143459	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1475743274	1438803974	69558056	98	24.4	23203378	22953113	22435785	13695081	60.83	266.2	85.5	89.77
PH0843-C	ERS143415	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			940586661	910554461	41387052	99	25	23148731	22787278	21851494	6209255	38.34	260.3	84.4	89.09
PH0844-C	ERS143456	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1035082865	1013131765	46038115	98	24.8	23157451	22630214	21413064	9520657	43.27	272.7	90.4	88.2
PH0845-C	ERS143500	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1199657632	1146034432	52586357	98	25.1	23205086	22839843	22049079	11549156	48.98	260	81.1	89.35
PH0846-C	ERS143450	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			650094960	591086060	27933111	99	24.9	23105983	22135341	19850503	645081	25.51	266	81.6	86.36
PH0847-C	ERS143453	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1528196357	1491067457	69122001	99	25	23168075	22870066	22256042	14048487	63.57	271.9	85.6	89.54
PH0848-C	ERS143504	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			940347573	883440873	42702172	98	24.4	23143910	22456079	20895806	6350849	37.8	279.3	91.5	87.4
PH0849-C	ERS143452	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			2465272394	2414314394	112091809	99	25.5	23271206	23168564	22977916	18234263	102.73	275.5	88.4	90.55
PH0850-C	ERS143515	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			737142844	660864844	31743998	99	25.3	23127551	22354365	20664342	1196986	28.52	262.1	83	87.48
PH0851-C	ERS143457	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1336067215	1308901815	58611436	98	25.3	23182398	22892683	22239958	13012837	55.85	266.2	84.6	89.6
PH0852-C	ERS143461	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1744047737	1705265037	73813574	99	26	23099305	22805745	22244461	14912019	73.17	257.6	77	89.53
PH0853-C	ERS143446	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1639637798	1608679898	70213032	99	25.8	23116706	22845699	22391011	14937679	69.15	278.9	86.8	89.67
PH0854-C	ERS143435	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			654015047	641782547	25579475	99	25.4	23073768	22204117	20292374	1011183	27.79	280.2	86.5	87.04
PH0855-C	ERS143490	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1055345011	1011156811	47650316	99	24.9	23138125	22741505	21929727	9141270	43.31	273.9	93	89.17
PH0856-C	ERS143507	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			534760832	495305732	20775389	99	25.4	22991809	21592223	18559260	373683	21.53	272.2	85.7	84.02
PH0858-C	ERS143439	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			881615952	864132552	36314937	99	25.3	23115852	22661066	21573632	5872528	37.07	266.8	79.9	88.86
PH0860-Cx	ERS336346	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pursat			539249091	479854191	26457108	99	25.4	22741468	19538146	15194004	1167622	19.12	252.3	163.2	74.97
PH0862-Cx	ERS336339	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pursat			221985739	136715039	7169423	99	24.6	21093324	12180840	4306614	31963	6.45	241.9	76.1	45.81
PH0863-Cx	ERS336332	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pursat			355196573	264762373	16606194	98	23	21571551	14542751	8709991	434929	11.74	353.2	893.9	54.01
PH0865-C	ERS174509	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	16/07/2012		838411492	802810892	37257665	99	26.4	23047742	22636690	21647849	3924289	34.46	231.6	82.6	89.23
PH0866-C	ERS174566	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	16/07/2012		2152726189	2130222389	95422915	99	26.2	23123389	22964223	22802914	19033704	91.2	238.7	83.8	90.2
PH0868-Cx	ERS336394	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear			546933161	505916961	57564362	99	26.5	22303720	17489971	12316742	899070	15.84	275	381.9	67.43
PH0870-C	ERS174474	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	31/07/2012		500487576	446073076	22111780	99	25.6	23095326	22115782	19384933	190380	19.28	217.4	78.4	86.72
PH0871-C	ERS174475	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	01/08/2012		1415117133	1370140133	62460816	99	25.8	23141858	22948934	22643201	14168877	58.66	232.9	82	90.2
PH0872-C	ERS174510	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	02/08/2012		1501778585	1443791785	69619529	99	25.6	23152459	22958282	22653650	15098929	61.78	238.8	85.7	90.13
PH0873-Cx	ERS336364	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear			259403014	228307114	12452745	99	26.2	21686621	14193162	7571482	125077	9.11	271.4	304.9	54.08
PH0874-Cx	ERS336335	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear			351692848	340666648	16751014	99	26.6	22585609	18816036	13781383	276899	15.08	252.9	171.7	73.48
PH0875-C	ERS174476	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	11/08/2012		474652874	384929474	20072678	99	25.6	22925791	21200309	17289273	176254	16.75	243	84.4	82.84
PH0876-C	ERS174477	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Preah Vihear	14/08/2012		1324629204	1263746104	58150795	99	25.8	23231072	23004095	22572323	13016313	53.79	237.7	79.9	90.28
PH0877-C	ERS174478	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri	17/07/2012		1356701844	1308997844	59254951	99	25.9	23150890	22937730	22538309	13263372	55.59	245.1	87.6	89.95
PH0878-C	ERS174479	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri	17/07/2012		1391375758	1351538858	62228312	99	25.7	23152145	22926569	22513670	13662535	57.49	239.6	82.4	89.91
PH0879-C	ERS174480	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri	19/07/2012		2591318631	2545305231	124341815	99	25.4	23216869	23118229	22979026	19398196	108.58	239.7	82.7	90.43
PH0880-C	ERS174481	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri	23/07/2012		1600270454	1545345454	74038915	99	25.4	23188878	22993121	22659054	14928869	65.35	248.3	91	90.18
PH0882-C	ERS174482	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri	28/07/2012		1348274698	1299999198	61608935	99	25.4	23229691	23038597	22569773	13028974	55.57	255.3	85	90.17
PH0885-Cx	ERS336398	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Ratanakiri			441938347	336022047	15714046	99	25.4	22780939	19830756	15269123	111416	14.34	233.2	68.5	76.48
PH0886-C	ERS174567	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1127199248	1072855348	56537330	98	24.4	23144630	22887906	22393519	9089481	45.77	226.1	78.6	89.82
PH0887-C	ERS174568	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			2031015140	2001684740	93634993	99	25.8	23156647	23011594	22853344	18812938	85.99	227	75.8	90.32
PH0888-C	ERS174569	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			586589440	520277940	27887492	99	24.7	23071938	22265487	20085287	467982	22.51	222.9	77.9	87.13
PH0889-C	ERS174570	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1114538012	1025239012	50222074	99	25	23150785	22849711	22250132	8869487	43.75	222.6	80	89.65
PH0890-C	ERS174571	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1441288043	1373973343	69302093	98	24.3	23160713	22948493	22511223	13223182	58.5	244.9	87.8	89.85
PH0891-Cx	ERS336376	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			4688444258	4561227658	245146945	99	26.2	23114087	22716823	22207442	17892775	181.16	272.7	367.3	88.85
PH0892-C	ERS174572	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1208288960	1113578860	57621950	98	24.3	23242808	23006215	22297906	10071417	47.28	251.1	96.2	89.79
PH0893-C	ERS174573	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			1852948343	942629343	87795991	99	24	23156870	22807662	22033880	6844914	40.16	239.9	84	86.73
PH0894-C	ERS174574	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Cambodia	Pailin			3046918410	3008405710	146019458	99	25.5	23187160	23092684	22988439	20706766	128.49	223.5	71.7	90.32
